timestamp,x,y
1771005004.44031,2608,1309
1771005004.44966,2650,1224
1771005004.461045,2643,1245
1771005004.471178,2673,1268
1771005004.551326,2694,1259
1771005004.560769,2701,1255
1771005004.572145,2687,1236
1771005004.583361,2713,1231
1771005004.604712,2688,1254
1771005004.615871,2710,1250
1771005004.628613,2752,1247
1771005004.65475,2820,1176
1771005004.673581,2876,1195
1771005004.684363,2881,1231
1771005004.697325,2840,1183
1771005004.70911,2599,1205
1771005004.719963,1984,1339
1771005004.730462,1708,1612
1771005004.742006,1662,1665
1771005004.752653,1555,1744
1771005004.765714,1499,1747
1771005004.777122,1504,1774
1771005004.791393,1445,1736
1771005004.806727,1498,1705
1771005004.82327,1403,1727
1771005004.835298,1462,1735
1771005004.849122,1444,1696
1771005004.860613,1494,1712
1771005004.87277,1562,1715
1771005004.882706,1686,1651
1771005004.894331,1667,1649
1771005004.904239,1778,1639
1771005004.914892,1713,1652
1771005004.924144,1717,1624
1771005004.934906,1706,1637
1771005004.945291,1831,1591
1771005004.956844,1853,1631
1771005004.966975,1846,1694
1771005004.978813,1841,1707
1771005004.988046,1880,1655
1771005004.998454,1834,1689
1771005005.007835,1922,1650
1771005005.019184,1933,1630
1771005005.028825,1900,1636
1771005005.04084,1977,1640
1771005005.050591,1905,1651
1771005005.062097,2060,1667
1771005005.071514,2046,1602
1771005005.082296,2032,1538
1771005005.092937,1935,1610
1771005005.103945,1979,1576
1771005005.113637,1910,1534
1771005005.125491,1993,1564
1771005005.135538,2030,1559
1771005005.146531,1987,1597
1771005005.156469,1950,1582
1771005005.168251,1870,1627
1771005005.17756,1880,1613
1771005005.188979,1944,1630
1771005005.199193,1942,1677
1771005005.210081,1953,1629
1771005005.219917,1975,1581
1771005005.230891,2028,1622
1771005005.24117,2009,1609
1771005005.253237,2078,1573
1771005005.263256,2116,1610
1771005005.275319,2172,1514
1771005005.28479,2064,1549
1771005005.296352,1958,1460
1771005005.305761,1934,1532
1771005005.318292,1947,1535
1771005005.328106,2001,1512
1771005005.339351,2096,1475
1771005005.349469,2167,1433
1771005005.36089,2118,1504
1771005005.370902,2159,1480
1771005005.382427,2245,1445
1771005005.392209,2294,1491
1771005005.40362,2186,1485
1771005005.413058,2195,1470
1771005005.42504,2391,1420
1771005005.434638,2412,1470
1771005005.44526,2330,1516
1771005005.456079,2428,1456
1771005005.46851,2328,1500
1771005005.487099,2291,1441
1771005005.504653,2424,1413
1771005005.522239,2416,1367
1771005005.536182,2345,1331
1771005005.550711,2156,1357
1771005005.563688,2083,1393
1771005005.583318,1941,1484
1771005005.604789,1991,1474
1771005005.624275,1910,1431
1771005005.640345,2018,1472
1771005005.650815,2033,1466
1771005005.662703,2269,1386
1771005005.672624,2369,1333
1771005005.684292,2658,1310
1771005005.694113,2649,1324
1771005005.80224,2499,1273
1771005005.818471,2549,1255
1771005005.858038,2916,1268
1771005005.87082,3061,1196
1771005005.883924,2891,1198
1771005005.894533,2995,1161
1771005005.908429,2918,1124
1771005005.919349,3030,1107
1771005005.930892,2889,1181
1771005005.941936,3027,1106
1771005005.952993,2802,1178
1771005005.963477,2987,1106
1771005005.975388,2907,1057
1771005005.98614,3071,1055
1771005005.997397,3157,1037
1771005006.006932,3038,1000
1771005006.018535,2995,1116
1771005006.028064,2944,1146
1771005006.040139,2817,1091
1771005006.050166,2689,1121
1771005006.062056,2845,1053
1771005006.071898,3059,1027
1771005006.083653,3138,1082
1771005006.093855,3209,1089
1771005006.105101,2974,1151
1771005006.114918,3014,1116
1771005006.126647,2915,1079
1771005006.136804,2713,1125
1771005006.148928,2269,942
1771005006.158308,2415,1040
1771005006.169587,2285,999
1771005006.179735,2298,923
1771005006.190459,2508,949
1771005006.201502,2276,885
1771005006.21264,2318,980
1771005006.223128,2125,943
1771005006.234444,1999,927
1771005006.244481,2030,907
1771005006.255557,2039,913
1771005006.265505,2092,954
1771005006.277038,2208,889
1771005006.287246,2186,871
1771005006.298177,2190,943
1771005006.307456,2225,953
1771005006.31917,2236,967
1771005006.32848,2359,922
1771005006.339546,2307,950
1771005006.349054,2268,937
1771005006.361103,2271,943
1771005006.370759,2349,874
1771005006.382277,2404,904
