timestamp,x,y
1771000063.490597,1319,860
1771000063.585539,1275,933
1771000063.607386,1298,938
1771000063.619203,1332,947
1771000063.629388,1405,959
1771000063.640756,1384,919
1771000063.649952,1125,903
1771000063.661474,1348,899
1771000063.671035,1292,878
1771000063.681606,1340,837
1771000063.691165,1431,825
1771000063.703332,1552,772
1771000063.71303,1513,702
1771000063.724872,1384,845
1771000063.734988,1300,827
1771000063.747331,1550,769
1771000063.756777,1435,674
1771000063.768342,1335,818
1771000063.777976,1366,808
1771000063.790113,1392,756
1771000063.79947,1574,734
1771000063.81111,1476,721
1771000063.821197,1450,842
1771000063.833183,1383,808
1771000063.842658,1587,751
1771000063.854544,1468,751
1771000063.86427,1468,681
1771000063.875858,1516,675
1771000063.885149,1786,703
1771000063.897598,1624,645
1771000063.906909,1632,674
1771000063.91785,1625,665
1771000063.927984,1685,706
1771000063.93983,1519,624
1771000063.949281,1573,652
1771000063.960518,1656,751
1771000063.970527,1540,660
1771000063.982035,1568,678
1771000063.992157,1690,673
1771000064.004258,1687,740
1771000064.01349,1621,752
1771000064.025273,1668,751
1771000064.035236,1619,750
1771000064.047305,1656,759
1771000064.056549,1692,738
1771000064.068636,1702,741
1771000064.078792,1719,749
1771000064.090754,1743,722
1771000064.100623,1703,734
1771000064.11253,1837,744
1771000064.12327,1860,725
1771000064.135266,1957,768
1771000064.144299,2005,747
1771000064.15756,1929,749
1771000064.166644,2086,740
1771000064.178029,1926,745
1771000064.187793,1970,752
1771000064.200022,2011,733
1771000064.210093,1913,673
1771000064.221242,1865,649
1771000064.231545,1924,673
1771000064.243117,1966,713
1771000064.253425,1857,709
1771000064.265459,1924,682
1771000064.27565,2004,700
1771000064.287294,2017,685
1771000064.296908,2032,706
1771000064.309298,2070,691
1771000064.31998,2092,682
1771000064.330956,2128,683
1771000064.341052,2111,686
1771000064.352134,1979,642
1771000064.361593,2162,700
1771000064.372603,2024,674
1771000064.382311,2061,663
1771000064.393602,1940,679
1771000064.403016,2005,652
1771000064.415382,1897,637
1771000064.42558,2157,625
1771000064.437317,1983,651
1771000064.446666,1977,616
1771000064.529066,2050,638
1771000064.538587,1960,583
1771000064.55126,2064,626
1771000064.56086,1973,612
1771000064.572448,2276,654
1771000064.582304,1823,577
1771000064.5939,2006,626
1771000064.60488,1785,762
1771000064.70835,1324,895
1771000064.722548,1208,881
1771000064.732494,1384,897
1771000064.743624,1436,906
1771000064.753896,1383,937
1771000064.765343,1506,951
1771000064.774753,1526,945
1771000064.787506,1461,954
1771000064.797365,1372,968
1771000064.808712,1436,993
1771000064.818528,1466,960
1771000064.830908,1486,963
1771000064.842445,1424,972
1771000064.855094,1539,968
1771000064.865416,1386,960
1771000064.878554,1363,989
1771000064.888248,1376,982
1771000064.901273,1531,964
1771000064.912265,1606,1000
1771000064.924142,1310,955
1771000064.935775,1526,992
1771000064.951297,1390,906
1771000064.962854,1359,930
1771000064.975155,1513,992
1771000064.985325,1458,946
1771000064.99845,1542,993
1771000065.008651,1394,958
1771000065.023712,1336,945
1771000065.035325,1295,909
1771000065.048739,1448,971
1771000065.060087,1525,978
1771000065.072358,1402,949
1771000065.083036,1346,937
1771000065.09528,1448,935
1771000065.105688,1413,926
1771000065.118081,1567,908
1771000065.128572,1506,927
1771000065.140014,1219,885
1771000065.149302,1432,916
1771000065.161969,1470,897
1771000065.171158,1537,922
1771000065.182521,1483,909
1771000065.192387,1629,922
1771000065.203993,1555,897
1771000065.213933,1676,895
1771000065.226197,1458,900
1771000065.236604,1676,912
1771000065.247741,1549,914
1771000065.257623,1668,925
1771000065.27039,1579,921
1771000065.279784,1668,926
1771000065.291763,1611,910
1771000065.301568,1580,904
1771000065.313886,1578,906
1771000065.324355,1632,923
1771000065.336471,1557,919
1771000065.346205,1639,922
