timestamp,x,y
1771004974.409409,1159,997
1771004974.42102,1357,944
1771004974.430246,1353,952
1771004974.442025,1330,891
1771004974.451883,1450,896
1771004974.466381,1416,853
1771004974.47686,1406,831
1771004974.489093,1458,838
1771004974.502481,1470,784
1771004974.516322,1466,742
1771004974.526997,1480,727
1771004974.539573,1504,738
1771004974.550118,1502,730
1771004974.562014,1437,709
1771004974.574016,1424,729
1771004974.588522,881,744
1771004974.630958,448,644
1771004974.64693,315,697
1771004974.688382,316,644
1771004974.706832,339,636
1771004974.719453,346,672
1771004974.736622,309,671
1771004974.75175,246,661
1771004974.765502,320,651
1771004974.777466,265,660
1771004974.789289,393,646
1771004974.800735,414,656
1771004974.812423,421,654
1771004974.822714,343,663
1771004974.904821,362,651
1771004974.914633,404,646
1771004974.926174,381,654
1771004974.937857,371,627
1771004974.94968,348,632
1771004974.959712,364,612
1771004974.97604,378,621
1771004975.006433,383,609
1771004975.05156,421,608
1771004975.081362,649,673
1771004975.102535,642,639
1771004975.116132,628,608
1771004975.129396,620,628
1771004975.140034,599,649
1771004975.152781,655,628
1771004975.162844,634,655
1771004975.178269,666,675
1771004975.189221,694,693
1771004975.204151,700,714
1771004975.214964,611,671
1771004975.229113,637,679
1771004975.239963,655,678
1771004975.250734,647,666
1771004975.26023,733,685
1771004975.273652,836,713
1771004975.284319,786,701
1771004975.297302,821,706
1771004975.312259,810,736
1771004975.325422,834,736
1771004975.336208,827,731
1771004975.348462,827,743
1771004975.36011,803,714
1771004975.372157,971,656
1771004975.382505,948,647
1771004975.394034,988,663
1771004975.404183,1017,672
1771004975.416593,1050,638
1771004975.426168,1037,617
1771004975.439138,1037,663
1771004975.448602,1060,678
1771004975.46013,1045,678
1771004975.469824,1101,700
1771004975.481828,1192,706
1771004975.491337,1238,679
1771004975.503225,1219,677
1771004975.513158,1294,724
1771004975.526354,1265,709
1771004975.535422,1297,706
1771004975.546077,1324,716
1771004975.556607,1310,720
1771004975.568899,1305,716
1771004975.579392,1364,711
1771004975.591108,1346,718
1771004975.601003,1357,736
1771004975.613004,1471,804
1771004975.621802,1498,776
1771004975.63373,1510,787
1771004975.643628,1515,793
1771004975.65567,1521,787
1771004975.672818,1517,812
1771004975.688845,1517,783
1771004975.699895,1508,797
1771004975.712516,1495,788
1771004975.722598,1531,769
1771004975.734762,1553,767
1771004975.74649,1484,725
1771004975.767572,1478,739
1771004975.778175,1287,754
1771004975.877397,336,936
1771004975.891165,312,872
1771004975.901342,232,837
1771004975.912922,352,858
1771004975.923607,264,853
1771004975.936565,238,771
1771004975.946163,235,756
1771004975.958389,279,786
1771004975.967501,285,820
1771004975.978748,308,832
1771004975.989662,288,871
1771004976.022736,297,839
1771004976.043694,440,903
1771004976.063041,426,877
1771004976.078186,479,856
1771004976.089953,486,887
1771004976.100204,428,889
1771004976.111949,452,871
1771004976.124334,484,880
1771004976.136597,481,902
1771004976.147096,473,892
1771004976.159223,470,879
1771004976.169145,453,849
1771004976.181163,518,871
1771004976.190867,422,850
1771004976.20281,425,838
1771004976.212594,452,826
1771004976.224455,489,845
1771004976.306194,470,848
1771004976.318847,473,831
1771004976.328343,518,845
1771004976.339726,628,800
1771004976.349381,615,790
1771004976.36085,636,767
1771004976.370217,670,817
1771004976.382446,734,776
1771004976.392045,764,829
1771004976.403575,704,785
1771004976.412562,744,774
1771004976.42506,734,784
1771004976.4349,706,806
1771004976.446432,694,782
1771004976.456495,733,823
1771004976.468483,737,849
1771004976.478113,743,848
1771004976.489646,742,855
1771004976.500164,756,812
1771004976.512668,717,817
1771004976.521818,781,866
1771004976.533657,906,929
1771004976.543035,926,927
1771004976.554526,955,878
1771004976.563495,1016,816
1771004976.575444,1037,816
1771004976.585277,1024,815
1771004976.59711,1052,803
1771004976.606777,1110,770
1771004976.619616,1236,806
1771004976.628837,1173,820
1771004976.640978,1145,857
1771004976.651446,1169,867
1771004976.664425,1190,869
1771004976.676993,1247,863
1771004976.689638,1286,876
1771004976.699634,1287,853
1771004976.711595,1191,832
1771004976.722525,1213,821
1771004976.735058,1204,851
1771004976.744714,1202,879
1771004976.755523,1195,866
1771004976.765313,1195,841
1771004976.77683,1275,863
1771004976.787122,1285,906
1771004976.798691,1248,910
1771004976.808591,1291,892
1771004976.819821,1238,920
1771004976.829158,1288,894
1771004976.841772,1280,896
1771004976.851014,1270,879
